name,brand,loves,link,price,ingredients
Ferulic Acid + Retinol Brightening Solution,Dr. Dennis Gross Skincare,32025.0,https://www.sephora.com/product/ferulic-acid-retinol-brightening-solution-P375269?icid2=products,88.0,"Water, Ethoxydiglycol, Glycerin, Propylene Glycol, Ferulic Acid, Retinol, Glycyrrhiza Glabra (Licorice) Root Extract, Arctostaphylos Uva-Ursi Leaf Extract, Arbutin, Morus Alba Bark Extract, Salix Alba (Willow) Bark Extract, Potassium Azeloyl Diglycinate, Hexylresorcinol, Quercetin, Sodium Hyaluronate, Phospholipids, Ubiquinone, Salicylic Acid, Glycolic Acid, Mandelic Acid, Panthenol, Leuconostoc/Radish Root Ferment Filtrate, Disodium Lauriminodipropionate Tocopheryl Phosphates, Urea, Polysorbate 20, Potassium Hydroxide, PVM/MA Decadiene Crosspolymer, Disodium EDTA, Citric Acid, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate"
Ferulic + Retinol Anti-Aging Moisturizer,Dr. Dennis Gross Skincare,13248.0,https://www.sephora.com/product/ferulic-retinol-anti-aging-moisturizer-P384536?icid2=products,75.0,"Water, Dimethicone, Caprylyl Caprylate/Caprate, Isododecane, Stearyl Dimethicone, Butylene Glycol, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Potassium Cetyl Phosphate, Methyl Methacrylate Crosspolymer, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Glyceryl Behenate, Ferulic Acid, Collagen Amino Acids, Gallic Acid, Ellagic Acid, Arnica Montana Flower Extract, Centella Asiatica Extract, Retinol, Glycyrrhiza Glabra (Licorice) Root Extract, Tocopherol, Arctostaphylos Uva Ursi Leaf Extract, Morus Nigra Leaf Extract, Sodium Hyaluronate, Lactic Acid, Glycolic Acid, Hydrolyzed Soy Protein, Adenosine, Glycine Soja (Soybean) Oil, Saccharide Isomerate, Glycerin, Salix Alba (Willow) Bark Extract, Helianthus Annuus (Sunflower) Seed Oil, Leuconostoc/Radish Root Ferment Filtrate, Tetrapeptide-21, Isohexadecane, Caprylyl Glycol, Tetrahydropiperine, Ascorbyl Palmitate, Acrylates/Carbamate Copolymer, Bis-Vinyl Dimethicone/Dimethicone Copolymer, Dimethicone Crosspolymer-3, Octadecene, Hexylene Glycol, Glyceryl Stearate SE, Polysorbate 80, Citric Acid, Tetrasodium EDTA, Sodium Citrate, Citrus Aurantium Bergamia (Bergamot) Fruit Extract, Citrus Limon (Lemon) Peel Extract, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate, Annatto (CI 75120)"
Ferulic + Retinol Eye Cream,Dr. Dennis Gross Skincare,7186.0,https://www.sephora.com/product/ferulic-retinol-eye-cream-P388622?icid2=products,69.0,"Water, Isododecane, Cetearyl Alcohol, Dimethicone, Butylene Glycol, Adipic Acid/Neopentyl Glycol Crosspolymer, Lauryl Dimethicone, Potassium Cetyl Phosphate, Methyl Methacrylate Crosspolymer, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Rosa Canina Seed Oil, Salvia Hispanica Seed Oil, Oenothera Biennis (Evening Primrose) Oil, Limnanthes Alba (Meadowfoam) Seed Oil, Glyceryl Stearate SE, Glyceryl Behenate, Ceteareth-20, Ferulic Acid, Gallic Acid, Ellagic Acid, Arnica Montana Flower Extract, Centella Asiatica Extract, Retinol, Aminobutyric Acid, Caffeine, Euphrasia Officinalis Extract, Sphingolipids, Phospholipids, Tetrapeptide-21, Glycine Soja (Soybean) Oil, Laminaria Digitata Extract, Sodium PCA, Sodium Hyaluronate, Saccharide Isomerate, Tocopherol, Cucumis Sativus (Cucumber) Fruit Extract, Helianthus Annuus (Sunflower) Seed Oil, Tremella Fuciformis (Mushroom) Extract, Salix Alba (Willow) Bark Extract, Collagen Amino Acids, Leuconostoc/Radish Root Ferment Filtrate, Lactic Acid, Glycolic Acid, Tetrahydropiperine, Ascorbyl Palmitate, Punica Granatum Extract, Isohexadecane, Hydrogenated Polyisobutene, Caprylyl Glycol, Glycerin, Gluconolactone, Calcium Gluconate, Polysorbate 20, Polysorbate 80, Sorbitan Oleate, Propanediol, Hexylene Glycol, Acrylates/Carbamate Copolymer, Bis-Vinyl Dimethicone/Dimethicone Copolymer, BHT, Citric Acid, Tetrasodium EDTA, Cyclodextrin, Sodium Citrate, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate, Mica (CI 77019), Annatto (CI 75120)"
Ferulic + Retinol Triple Correction Eye Serum,Dr. Dennis Gross Skincare,38518.0,https://www.sephora.com/product/ferulic-retinol-triple-correction-eye-serum-P377531?icid2=products,69.0,"Water, Propylene Glycol, Ethoxydiglycol, Centella Asiatica Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Ferulic Acid, Retinol, Potassium Azeloyl Diglycinate, Arctostaphylos Uva-Ursi Leaf Extract, Morus Alba Bark Extract, Salix Alba (Willow) Bark Extract, Quercetin, Caffeine, Ubiquinone, Sodium Hyaluronate, Arbutin, Tetrapeptide-21, Phospholipids, Salicylic Acid, Glycolic Acid, Mandelic Acid, Panthenol, Butylene Glycol, Glycerin, Disodium Lauriminodipropionate Tocopheryl Phosphates, Leuconostoc/Radish Root Ferment Filtrate, Urea, Acrylates/Carbamate Copolymer, PVM/MA Decadiene Crosspolymer, Polysorbate 20, Potassium Hydroxide, Disodium EDTA, Citric Acid, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate, Iron Oxides (CI 77491, CI 77492, CI 77499)"
Ferulic + Retinol Wrinkle Recovery Overnight Serum,Dr. Dennis Gross Skincare,15606.0,https://www.sephora.com/product/ferulic-retinol-wrinkle-recovery-overnight-serum-P404486?icid2=products,88.0,"Water, Niacinamide, Propanediol, DiCaprylyl Carbonate, Glycerin, Retinol, Ferulic Acid, Collagen Amino Acids, Sodium Hyaluronate, Ellagic Acid, Gallic Acid, Silybum Marianum Seed Extract, Tocopherol, Phospholipids, Camellia Sinensis Leaf Extract, Linolenic Acid, Linoleic Acid, Mandelic Acid, Lactic Acid, Glycolic Acid, Sodium PCA, Adenosine, Evodia Rutaecarpa Fruit Extract, Glycine Soja (Soybean) Oil, Persea Gratissima (Avocado) Oil, Ethylhexylglycerin, Lecithin, Leuconostoc/Radish Root Ferment Filtrate, Sodium Acrylates Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Disodium EDTA, Sodium Hydroxide, Cetyl Alcohol, Polysorbate 20, Cetearyl Alcohol, Allyl Methacrylates Crosspolymer, Glyceryl Stearate SE, Octoxynol-9, Oleth-10, Caprylic/Capric Triglyceride, Citrus Limon (Lemon) Peel Extract, Citrus Aurantium Bergamia (Bergamot) Fruit Extract, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Phenoxyethanol, Potassium Sorbate"
Ferulic + Retinol Wrinkle Recovery Peel,Dr. Dennis Gross Skincare,15696.0,https://www.sephora.com/product/ferulic-retinol-wrinkle-recovery-peel-P404233?icid2=products,88.0,"(SD Alcohol 40-B), Butylene Glycol, Hydroxyethyl Urea, Ethoxydiglycol, PEG-8 Dimethicone, Retinol, Ferulic Acid, Centella Asiatica Extract, Bisabolol, Aloe Barbadensis Leaf Juice, Soy Isoflavones, Rehmannia Glutinosa Root Extract, Sodium Hyaluronate, Phospholipids, Sphingolipids, Squalane, Anthemis Nobilis Flower Extract, Camellia Sinensis Leaf Extract, Cucumis Sativus (Cucumber) Fruit Extract, Sodium PCA, Lactic Acid, Mandelic Acid, Linoleic Acid, Linolenic Acid, Farnesol, Glycerin, PEG-40 Hydrogenated Castor Oil, Propylene Glycol, Polysorbate 20, Trideceth-9, Sodium Hydroxide, Tetrasodium EDTA, Caprylic/Capric Triglyceride, Citrus Aurantium Bergamia (Bergamot) Fruit Extract, Citrus Limon (Lemon) Peel Extract, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Benzoic Acid, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate"
Find Your Balance™ Oil Control Cleanser,OLEHENRIKSEN,60000.0,https://www.sephora.com/product/find-your-balance-oil-control-cleanser-P416815?icid2=products,26.0,"Water, Sodium Cocoyl Isethionate, Decyl Glucoside, Cocamidopropyl Betaine, Glycerin, Acrylates Copolymer, Glycol Distearate, Phenoxyethanol, Glycolic Acid, Lactic Acid, Sodium Hydroxide, Caprylyl Glycol, Eucalyptus Globulus Leaf Oil, Mentha Piperita (Peppermint) Oil, Laureth-4, Ethylhexylglycerin, Hexylene Glycol, Melia Azadirachta Seed Oil, Linoleic Acid, Camellia Sinensis Leaf Extract, Chonrus Crispus (Carrageenan) Extract, Eucalyptus Globulus Leaf Extract, Macrocystis Pyrifera (Kelp) Extract, Phytic Acid, Linolenic Acid, Sodium Benzoate, Tocopherol, Limonene"
FIRMx™ Exfoliating Peel Gel,Peter Thomas Roth,50629.0,https://www.sephora.com/product/firmx-peeling-gel-P377561?icid2=products,48.0,"Water/Aqua/Eau, Peg-32, Cellulose, Butylene Glycol, Citrus Aurantium Bergamia (Bergamot) Fruit Water, Sorbitol, R-Bacillus Licheniformis Keratinase, Ananas Sativus (Pineapple) Fruit Extract, Lactobacillus/Punica Granatum Fruit Ferment Extract, Leuconostoc/Radish Root Ferment Filtrate, Sodium Hyaluronate, Glycerin, Sodium Hydroxide, Citric Acid, Tetrasodium EDTA, Algin, Carbomer, Tromethamine, Isopropyl Myristate, Sodium Chloride, Calcium Chloride, Potassium Sorbate, Sodium Benzoate, Mica, Phenoxyethanol"
First Care Activating Serum,Sulwhasoo,8263.0,https://www.sephora.com/product/first-care-activating-serum-P448915?icid2=products,84.0,"Water / Aqua / Eau, Butylene Glycol, Alcohol, Glycerin, Betaine, Peg/Ppg-17/6 Copolymer, Glyceryl Polyme-Thacrylate, Ophiopogon Japonicus Root Extract, Phenoxyethanol, Bis-Peg-18 Methyl Ether Dimethyl Silane, Peg-60 Hyd-Rogenated Castor Oil, Carbomer, Tromethamine, Glycyrrhiza Uralensis (Licorice) Root Extract, Fragrance / Parfum, Honey / Mel / Miel, Juglans Regia (Walnut) Seed Extract, Theobroma Cacao (Cocoa) Extract, Dextrin, Lilium Candidum Bulb Extract, Paeonia Albiflora Root Extract, Rehmannia Glutinosa Root Extract, Polygonatum Officinale Rhizome/Root Extract, Nelumbo Nucifera Flower Extract, Xanthan Gum, Ethylhexylglycerin, Portulaca Oleracea Extract, Lim-Onene, Camellia Sinensis Leaf Extract, Disodium Edta, Phenyl Trimethicone, Chondrus Crispus (Carrageenan), Linalool, Biosaccharide Gum-1, Zizyphus Jujuba Fruit Extract, Natto Gum, Citronellol, Citral, Propylene Glycol, Geraniol, Chlor-Phenesin, Hydrogenated Lecithin, Bht, Sodium Dehydroacetate, Potassium Sorbate, Citric Acid, Sorbic Acid, Tocopherol"
Advanced Génifique Anti-Aging Eye Cream,Lancôme,14345.0,https://www.sephora.com/product/genifique-eye-youth-activating-eye-concentrate-P247905?icid2=products,67.0,"Water, Cyclohexasiloxane, Bifida ferment lysate, Glycerin, Propanediol, Alcohol denat, Polysilicone-11, Dimethicone, Polymethylsilsesquioxane, Di-c12-13 alkyl malate, Ammonium polyacryloyldimethyl taurate, Ci 77891 / titanium dioxide, Ascorbyl glucoside, Mica, Lactobacillus ferment, Hydrogenated vegetable oil, Sodium hyaluronate, Sodium benzoate, Hydrolyzed wheat protein, Sodium dehydroacetate, Sodium succinate, Phenoxyethanol, Adenosine, Faex extract / yeast extract, Ptfe, Peg-10 dimethicone, Arginine, Triethanolamine
Chlorphenesin, Chlorhexidine digluconate, Polygonum fagopyrum seed extract / buckwheat seed extract, Silica, Salicyloyl phytosphingosine, Chlorella vulgaris extract, Dimethiconol, Limonene, Pentylene glycol, Synthetic fluorphlogopite, Linalool, Pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, Biosaccharide gum-1, Caprylic/capric triglyceride, Carbomer, Boron nitride, Acrylates/c10-30 alkyl acrylate crosspolymer, Geraniol, Bis-peg/ppg-16/16 peg/ppg-16/16 dimethicone, Disodium edta, Ceteareth-20, Potassium cetyl phosphate, Citronellol, Methionine, Potassium sorbate, Glycine, Fragrance"
GENIUS Liquid Collagen,Algenist,56991.0,https://www.sephora.com/product/genius-liquid-collagen-P421277?icid2=products,115.0,"*Vegan collagen is a new innovative technology created by binding together corn, soy, and wheat protein fibers resulting in vegan amino acids that structurally mimic and provide a function similar to animal-derived collagen used in cosmetic products"
GENIUS Ultimate Anti-Aging Cream,Algenist,17698.0,https://www.sephora.com/product/genius-ultimate-anti-aging-cream-P384537?icid2=products,112.0,"Water (Aqua, Eau), Caprylic/Capric Triglyceride, Hydrogenated Polyisobutene, Glycerin, Chlorella Protothecoides Oil, Dimethicone, Butylene Glycol, Glyceryl Stearate, PEG-100 Stearate, Butyrospermum Parkii (Shea) Butter, Pentylene Glycol, Potassium Cetyl Phosphate, Parachlorella Beijerinckii Exopolysaccharides, Collagen (Vegan)*,  Ceramide NP, Cynara Scolymus (Artichoke) Leaf Extract, Retinyl Palmitate, Astragalus Membranaceus Root Extract, Atractylodes Macrocephala Root Extract,  Iris Florentina Root Extract, Bupleurum Falcatum Root Extract, Copper Lysinate/Prolinate, Methylglucoside Phosphate, Stearalkonium Bentonite, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Silica, Caprylyl Glycol, Sodium Hydroxide, Disodium EDTA, Ethylhexylglycerin, Cetyl Alcohol, Propylene Carbonate, Quartz, Phenoxyethanol,  Leuconostoc/Radish Root Ferment Filtrate, Chlorphenesin, Fragrance (Parfum), Coumarin"
GenOptics Aura Essence Serum,SK-II,13035.0,https://www.sephora.com/product/genoptics-aura-essence-P410756?icid2=products,245.0,"Water, Galactomyces Ferment Filtrate (Pitera), Niacinamide, Butylene Glycol, Triethylhexanoin, Pentylene Glycol, Glycerin, Nylon-12, Phytosteryl/Octyldodecyl Lauroyl Glutamate, Polymethylsilsesquioxane, Boron Nitride, Panthenol, PEG-20 Sorbitan Cocoate, Inositol, Caprylic/Capric Triglyceride, Mica, Phenoxyethanol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, PEG-11 Methyl Ether Dimethicone, Polyacrylamide, Aminomethyl Propanol, Undecylenoyl Phenylalanine, Benzyl Alcohol, C13-14 Isoparaffin, Disodium EDTA, Hydrolyzed Prunus Domestica, Xanthan Gum, Sodium Benzoate, Hexyldecanol, Laureth-7, Citrus Reticulata Peel Extract/Citrus Reticulata (Tangerine) Peel Extract, Methylparaben, Ascorbyl Glucoside, Prunus Mume Fruit Extract, Tocopherol, Fragrance, Limonene, Citronellol, Linalool, Geraniol, Ci 77891 (Titanium Dioxide)"
GinZing™ Refreshing Scrub Cleanser,Origins,38642.0,https://www.sephora.com/product/ginzing-refreshing-scrub-cleanser-P386197?icid2=products,23.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer, styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Banana Soufflé Moisture Cream,Glow Recipe,46024.0,https://www.sephora.com/product/glow-recipe-banana-souffle-moisture-cream-P453223?icid2=products,39.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Plum Plump™ Hyaluronic Acid Serum,Glow Recipe,37112.0,https://www.sephora.com/product/glow-recipe-plum-plump-hyaluronic-acid-serum-P462699?icid2=products,42.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Watermelon Glow PHA +BHA Pore-Tight Toner,Glow Recipe,104595.0,https://www.sephora.com/product/glow-recipe-watermelon-glow-pha-bha-pore-tight-toner-P458219?icid2=products,34.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Glowmotions Glow Body Oil,Sol de Janeiro,69233.0,https://www.sephora.com/product/glowmotions-P442821?icid2=products,35.0,"Hydrogenated Polyisobutene, Isododecane, Tapioca Starch, Parfum (Fragrance), Ethylene/Propylene/Styrene Copolymer, Butylene/Ethylene/Propylene/Styrene Copolymer, Mica, Cocos Nucifera (Coconut) Oil, Helianthus Annuus (Sunflower) Seed Oil, Euterpe Oleracea (Açaí) Fruit Oil, Theobroma Grandiflorum (Cupuaçu) Seed Butter, Gossypium Herbaceum (Cotton) Seed Oil, Aqua (Water, Eau), Aloe Barbadensis Leaf Extract, Tocopheryl Acetate, Tocopherol, Phenoxyethanol, Silicon Dioxide, Ethylhexylglycerin, BHT, Tin Oxide, Benzyl Alcohol, Butylphenyl Methylpropional, Coumarin, Limonene, CI 77891 (Titanium Dioxide), CI 77491 (Iron Oxides), CI 15850 (Red 7 Lake)"
Glycol Lactic Radiance Renewal Mask,REN Clean Skincare,50804.0,https://www.sephora.com/product/glycol-lactic-radiance-renewal-mask-P203616?icid2=products,58.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
